,Unnamed: 0,Time.results.were.received,MD5.hash.of.participant.s.IP.address,Controller.name,Item.number,Element.number,Type,Group.Ibex,PennElementType,PennElementName,Parameter,Value,EventTime,ID,Study,SentNumber,WhichCategory,Matrix,Subject,Predicate,SentType,Negation,CompTruth,SubStat,Token,MatchingCategory,MismatchingCategory,Group,Comments,study,order,goal,Verb
861,862,1587068232,125c889e06710f9287ada24df4dbab83,PennController,25,1,test,,PennController,26,_Trial_,Start,1587068143000.0,19699,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1.0,expert,vultures,birds,reptiles,I,,cb,1,none,know
862,863,1587068232,125c889e06710f9287ada24df4dbab83,PennController,25,1,test,,Selector,unnamed-Selector,Selection,Agree,1587068143909.0,19699,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1.0,expert,vultures,birds,reptiles,I,,cb,1,none,know
863,864,1587068232,125c889e06710f9287ada24df4dbab83,PennController,25,1,test,,PennController,26,_Trial_,End,1587068143909.0,19699,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1.0,expert,vultures,birds,reptiles,I,,cb,1,none,know
865,866,1587068232,125c889e06710f9287ada24df4dbab83,PennController,33,1,test,,PennController,34,_Trial_,Start,1587068146275.0,19699,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1.0,novice,cobras,reptiles,mammals,I,,cb,1,none,know
866,867,1587068232,125c889e06710f9287ada24df4dbab83,PennController,33,1,test,,Selector,unnamed-Selector,Selection,Agree,1587068147637.0,19699,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1.0,novice,cobras,reptiles,mammals,I,,cb,1,none,know
867,868,1587068232,125c889e06710f9287ada24df4dbab83,PennController,33,1,test,,PennController,34,_Trial_,End,1587068147637.0,19699,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1.0,novice,cobras,reptiles,mammals,I,,cb,1,none,know
869,870,1587068232,125c889e06710f9287ada24df4dbab83,PennController,32,1,test,,PennController,33,_Trial_,Start,1587068150002.0,19699,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0.0,expert,cows,mammals,fruit,I,,cb,1,none,know
870,871,1587068232,125c889e06710f9287ada24df4dbab83,PennController,32,1,test,,Selector,unnamed-Selector,Selection,Agree,1587068151247.0,19699,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0.0,expert,cows,mammals,fruit,I,,cb,1,none,know
871,872,1587068232,125c889e06710f9287ada24df4dbab83,PennController,32,1,test,,PennController,33,_Trial_,End,1587068151247.0,19699,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0.0,expert,cows,mammals,fruit,I,,cb,1,none,know
877,878,1587068232,125c889e06710f9287ada24df4dbab83,PennController,30,1,test,,PennController,31,_Trial_,Start,1587068162440.0,19699,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1.0,expert,monkeys,mammals,fruit,I,,cb,1,none,know
878,879,1587068232,125c889e06710f9287ada24df4dbab83,PennController,30,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587068165041.0,19699,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1.0,expert,monkeys,mammals,fruit,I,,cb,1,none,know
879,880,1587068232,125c889e06710f9287ada24df4dbab83,PennController,30,1,test,,PennController,31,_Trial_,End,1587068165042.0,19699,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1.0,expert,monkeys,mammals,fruit,I,,cb,1,none,know
889,890,1587068232,125c889e06710f9287ada24df4dbab83,PennController,36,1,test,,PennController,37,_Trial_,Start,1587068191787.0,19699,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0.0,novice,beetles,insects,fishes,I,,cb,1,none,know
890,891,1587068232,125c889e06710f9287ada24df4dbab83,PennController,36,1,test,,Selector,unnamed-Selector,Selection,Agree,1587068198283.0,19699,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0.0,novice,beetles,insects,fishes,I,,cb,1,none,know
891,892,1587068232,125c889e06710f9287ada24df4dbab83,PennController,36,1,test,,PennController,37,_Trial_,End,1587068198284.0,19699,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0.0,novice,beetles,insects,fishes,I,,cb,1,none,know
893,894,1587068232,125c889e06710f9287ada24df4dbab83,PennController,28,1,test,,PennController,29,_Trial_,Start,1587068200300.0,19699,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0.0,expert,bears,mammals,fruit,I,,cb,1,none,know
894,895,1587068232,125c889e06710f9287ada24df4dbab83,PennController,28,1,test,,Selector,unnamed-Selector,Selection,Agree,1587068209176.0,19699,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0.0,expert,bears,mammals,fruit,I,,cb,1,none,know
895,896,1587068232,125c889e06710f9287ada24df4dbab83,PennController,28,1,test,,PennController,29,_Trial_,End,1587068209176.0,19699,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0.0,expert,bears,mammals,fruit,I,,cb,1,none,know
897,898,1587068232,125c889e06710f9287ada24df4dbab83,PennController,31,1,test,,PennController,32,_Trial_,Start,1587068211543.0,19699,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0.0,expert,trouts,fishes,birds,I,,cb,1,none,know
898,899,1587068232,125c889e06710f9287ada24df4dbab83,PennController,31,1,test,,Selector,unnamed-Selector,Selection,Agree,1587068215456.0,19699,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0.0,expert,trouts,fishes,birds,I,,cb,1,none,know
899,900,1587068232,125c889e06710f9287ada24df4dbab83,PennController,31,1,test,,PennController,32,_Trial_,End,1587068215456.0,19699,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0.0,expert,trouts,fishes,birds,I,,cb,1,none,know
928,929,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,32,1,test,,PennController,33,_Trial_,Start,1587072867220.0,18670,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0.0,expert,ticks,insects,fishes,A,,cb,1,none,know
929,930,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,32,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587072869508.0,18670,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0.0,expert,ticks,insects,fishes,A,,cb,1,none,know
930,931,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,32,1,test,,PennController,33,_Trial_,End,1587072869510.0,18670,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0.0,expert,ticks,insects,fishes,A,,cb,1,none,know
932,933,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,28,1,test,,PennController,29,_Trial_,Start,1587072871528.0,18670,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0.0,expert,monkeys,mammals,fruit,A,,cb,1,none,know
933,934,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,28,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587072872362.0,18670,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0.0,expert,monkeys,mammals,fruit,A,,cb,1,none,know
934,935,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,28,1,test,,PennController,29,_Trial_,End,1587072872363.0,18670,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0.0,expert,monkeys,mammals,fruit,A,,cb,1,none,know
940,941,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,33,1,test,,PennController,34,_Trial_,Start,1587072877289.0,18670,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1.0,novice,tortoises,reptiles,mammals,A,,cb,1,none,know
941,942,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,33,1,test,,Selector,unnamed-Selector,Selection,Agree,1587072884709.0,18670,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1.0,novice,tortoises,reptiles,mammals,A,,cb,1,none,know
942,943,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,33,1,test,,PennController,34,_Trial_,End,1587072884711.0,18670,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1.0,novice,tortoises,reptiles,mammals,A,,cb,1,none,know
944,945,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,29,1,test,,PennController,30,_Trial_,Start,1587072887085.0,18670,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1.0,expert,trouts,fishes,birds,A,,cb,1,none,know
945,946,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,29,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587072892325.0,18670,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1.0,expert,trouts,fishes,birds,A,,cb,1,none,know
946,947,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,29,1,test,,PennController,30,_Trial_,End,1587072892326.0,18670,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1.0,expert,trouts,fishes,birds,A,,cb,1,none,know
948,949,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,25,1,test,,PennController,26,_Trial_,Start,1587072894350.0,18670,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1.0,expert,salmon,fishes,birds,A,,cb,1,none,know
949,950,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,25,1,test,,Selector,unnamed-Selector,Selection,Agree,1587072895209.0,18670,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1.0,expert,salmon,fishes,birds,A,,cb,1,none,know
950,951,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,25,1,test,,PennController,26,_Trial_,End,1587072895211.0,18670,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1.0,expert,salmon,fishes,birds,A,,cb,1,none,know
952,953,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,27,1,test,,PennController,28,_Trial_,Start,1587072897230.0,18670,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0.0,expert,tunas,fishes,birds,A,,cb,1,none,know
953,954,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,27,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587072897536.0,18670,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0.0,expert,tunas,fishes,birds,A,,cb,1,none,know
954,955,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,27,1,test,,PennController,28,_Trial_,End,1587072897538.0,18670,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0.0,expert,tunas,fishes,birds,A,,cb,1,none,know
956,957,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,34,1,test,,PennController,35,_Trial_,Start,1587072899908.0,18670,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1.0,novice,beetles,insects,fishes,A,,cb,1,none,know
957,958,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,34,1,test,,Selector,unnamed-Selector,Selection,Agree,1587072900846.0,18670,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1.0,novice,beetles,insects,fishes,A,,cb,1,none,know
958,959,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,34,1,test,,PennController,35,_Trial_,End,1587072900848.0,18670,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1.0,novice,beetles,insects,fishes,A,,cb,1,none,know
960,961,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,31,1,test,,PennController,32,_Trial_,Start,1587072903217.0,18670,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0.0,expert,cobras,reptiles,mammals,A,,cb,1,none,know
961,962,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,31,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587072905011.0,18670,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0.0,expert,cobras,reptiles,mammals,A,,cb,1,none,know
962,963,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,31,1,test,,PennController,32,_Trial_,End,1587072905013.0,18670,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0.0,expert,cobras,reptiles,mammals,A,,cb,1,none,know
964,965,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,35,1,test,,PennController,36,_Trial_,Start,1587072907384.0,18670,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0.0,novice,pythons,reptiles,mammals,A,,cb,1,none,know
965,966,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,35,1,test,,Selector,unnamed-Selector,Selection,Agree,1587072909382.0,18670,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0.0,novice,pythons,reptiles,mammals,A,,cb,1,none,know
966,967,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,35,1,test,,PennController,36,_Trial_,End,1587072909384.0,18670,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0.0,novice,pythons,reptiles,mammals,A,,cb,1,none,know
976,977,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,30,1,test,,PennController,31,_Trial_,Start,1587072920867.0,18670,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1.0,expert,cows,mammals,fruit,A,,cb,1,none,know
977,978,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,30,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587072921813.0,18670,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1.0,expert,cows,mammals,fruit,A,,cb,1,none,know
978,979,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,30,1,test,,PennController,31,_Trial_,End,1587072921814.0,18670,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1.0,expert,cows,mammals,fruit,A,,cb,1,none,know
992,993,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,26,1,test,,PennController,27,_Trial_,Start,1587072938517.0,18670,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1.0,expert,bears,mammals,fruit,A,,cb,1,none,know
993,994,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,26,1,test,,Selector,unnamed-Selector,Selection,Agree,1587072941745.0,18670,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1.0,expert,bears,mammals,fruit,A,,cb,1,none,know
994,995,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,26,1,test,,PennController,27,_Trial_,End,1587072941746.0,18670,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1.0,expert,bears,mammals,fruit,A,,cb,1,none,know
996,997,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,36,1,test,,PennController,37,_Trial_,Start,1587072944124.0,18670,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0.0,novice,bees,insects,fishes,A,,cb,1,none,know
997,998,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,36,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587072944850.0,18670,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0.0,novice,bees,insects,fishes,A,,cb,1,none,know
998,999,1587072960,309af7ec7d16877bf0ce31dda28f11ba,PennController,36,1,test,,PennController,37,_Trial_,End,1587072944851.0,18670,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0.0,novice,bees,insects,fishes,A,,cb,1,none,know
1028,1029,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,25,1,test,,PennController,26,_Trial_,Start,1587075233876.0,19654,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1.0,expert,tunas,fishes,birds,B,,cb,1,none,know
1029,1030,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,25,1,test,,Selector,unnamed-Selector,Selection,Agree,1587075235854.0,19654,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1.0,expert,tunas,fishes,birds,B,,cb,1,none,know
1030,1031,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,25,1,test,,PennController,26,_Trial_,End,1587075235855.0,19654,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1.0,expert,tunas,fishes,birds,B,,cb,1,none,know
1032,1033,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,35,1,test,,PennController,36,_Trial_,Start,1587075238254.0,19654,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0.0,novice,parrots,birds,reptiles,B,,cb,1,none,know
1033,1034,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,35,1,test,,Selector,unnamed-Selector,Selection,Agree,1587075241203.0,19654,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0.0,novice,parrots,birds,reptiles,B,,cb,1,none,know
1034,1035,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,35,1,test,,PennController,36,_Trial_,End,1587075241203.0,19654,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0.0,novice,parrots,birds,reptiles,B,,cb,1,none,know
1036,1037,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,34,1,test,,PennController,35,_Trial_,Start,1587075243596.0,19654,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1.0,novice,bees,insects,fishes,B,,cb,1,none,know
1037,1038,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,34,1,test,,Selector,unnamed-Selector,Selection,Agree,1587075246570.0,19654,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1.0,novice,bees,insects,fishes,B,,cb,1,none,know
1038,1039,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,34,1,test,,PennController,35,_Trial_,End,1587075246571.0,19654,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1.0,novice,bees,insects,fishes,B,,cb,1,none,know
1048,1049,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,36,1,test,,PennController,37,_Trial_,Start,1587075261398.0,19654,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0.0,novice,watermellon,fruits,insects,B,,cb,1,none,know
1049,1050,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,36,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587075265159.0,19654,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0.0,novice,watermellon,fruits,insects,B,,cb,1,none,know
1050,1051,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,36,1,test,,PennController,37,_Trial_,End,1587075265159.0,19654,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0.0,novice,watermellon,fruits,insects,B,,cb,1,none,know
1052,1053,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,33,1,test,,PennController,34,_Trial_,Start,1587075267571.0,19654,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1.0,novice,pythons,reptiles,mammals,B,,cb,1,none,know
1053,1054,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,33,1,test,,Selector,unnamed-Selector,Selection,Agree,1587075271355.0,19654,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1.0,novice,pythons,reptiles,mammals,B,,cb,1,none,know
1054,1055,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,33,1,test,,PennController,34,_Trial_,End,1587075271356.0,19654,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1.0,novice,pythons,reptiles,mammals,B,,cb,1,none,know
1056,1057,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,32,1,test,,PennController,33,_Trial_,Start,1587075273759.0,19654,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0.0,expert,beetles,insects,fishes,B,,cb,1,none,know
1057,1058,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,32,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587075277122.0,19654,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0.0,expert,beetles,insects,fishes,B,,cb,1,none,know
1058,1059,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,32,1,test,,PennController,33,_Trial_,End,1587075277123.0,19654,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0.0,expert,beetles,insects,fishes,B,,cb,1,none,know
1060,1061,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,28,1,test,,PennController,29,_Trial_,Start,1587075279178.0,19654,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0.0,expert,cows,mammals,fruit,B,,cb,1,none,know
1061,1062,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,28,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587075280124.0,19654,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0.0,expert,cows,mammals,fruit,B,,cb,1,none,know
1062,1063,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,28,1,test,,PennController,29,_Trial_,End,1587075280124.0,19654,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0.0,expert,cows,mammals,fruit,B,,cb,1,none,know
1068,1069,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,26,1,test,,PennController,27,_Trial_,Start,1587075285947.0,19654,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1.0,expert,monkeys,mammals,fruit,B,,cb,1,none,know
1069,1070,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,26,1,test,,Selector,unnamed-Selector,Selection,Agree,1587075287918.0,19654,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1.0,expert,monkeys,mammals,fruit,B,,cb,1,none,know
1070,1071,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,26,1,test,,PennController,27,_Trial_,End,1587075287919.0,19654,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1.0,expert,monkeys,mammals,fruit,B,,cb,1,none,know
1072,1073,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,29,1,test,,PennController,30,_Trial_,Start,1587075290319.0,19654,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1.0,expert,cobras,reptiles,mammals,B,,cb,1,none,know
1073,1074,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,29,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587075291359.0,19654,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1.0,expert,cobras,reptiles,mammals,B,,cb,1,none,know
1074,1075,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,29,1,test,,PennController,30,_Trial_,End,1587075291360.0,19654,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1.0,expert,cobras,reptiles,mammals,B,,cb,1,none,know
1076,1077,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,27,1,test,,PennController,28,_Trial_,Start,1587075293403.0,19654,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0.0,expert,trouts,fishes,birds,B,,cb,1,none,know
1077,1078,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,27,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587075294007.0,19654,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0.0,expert,trouts,fishes,birds,B,,cb,1,none,know
1078,1079,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,27,1,test,,PennController,28,_Trial_,End,1587075294007.0,19654,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0.0,expert,trouts,fishes,birds,B,,cb,1,none,know
1084,1085,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,30,1,test,,PennController,31,_Trial_,Start,1587075301148.0,19654,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1.0,expert,ticks,insects,fishes,B,,cb,1,none,know
1085,1086,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,30,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587075308929.0,19654,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1.0,expert,ticks,insects,fishes,B,,cb,1,none,know
1086,1087,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,30,1,test,,PennController,31,_Trial_,End,1587075308930.0,19654,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1.0,expert,ticks,insects,fishes,B,,cb,1,none,know
1096,1097,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,31,1,test,,PennController,32,_Trial_,Start,1587075317326.0,19654,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0.0,expert,tortoises,reptiles,mammals,B,,cb,1,none,know
1097,1098,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,31,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587075319276.0,19654,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0.0,expert,tortoises,reptiles,mammals,B,,cb,1,none,know
1098,1099,1587075336,d9b1b379c2e50edcfce47b7da8112287,PennController,31,1,test,,PennController,32,_Trial_,End,1587075319276.0,19654,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0.0,expert,tortoises,reptiles,mammals,B,,cb,1,none,know
1128,1129,1587078309,758b69dca9b0b1423a6cd4960c9141cd,PennController,33,1,test,,PennController,34,_Trial_,Start,1587078241228.0,17266,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1.0,novice,parrots,birds,reptiles,C,,cb,1,none,know
1129,1130,1587078309,758b69dca9b0b1423a6cd4960c9141cd,PennController,33,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587078242552.0,17266,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1.0,novice,parrots,birds,reptiles,C,,cb,1,none,know
1130,1131,1587078309,758b69dca9b0b1423a6cd4960c9141cd,PennController,33,1,test,,PennController,34,_Trial_,End,1587078242555.0,17266,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1.0,novice,parrots,birds,reptiles,C,,cb,1,none,know
1136,1137,1587078309,758b69dca9b0b1423a6cd4960c9141cd,PennController,32,1,test,,PennController,33,_Trial_,Start,1587078247903.0,17266,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0.0,expert,bees,insects,fishes,C,,cb,1,none,know
1137,1138,1587078309,758b69dca9b0b1423a6cd4960c9141cd,PennController,32,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587078248204.0,17266,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0.0,expert,bees,insects,fishes,C,,cb,1,none,know
1138,1139,1587078309,758b69dca9b0b1423a6cd4960c9141cd,PennController,32,1,test,,PennController,33,_Trial_,End,1587078248206.0,17266,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0.0,expert,bees,insects,fishes,C,,cb,1,none,know
1140,1141,1587078309,758b69dca9b0b1423a6cd4960c9141cd,PennController,27,1,test,,PennController,28,_Trial_,Start,1587078250287.0,17266,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0.0,expert,cobras,reptiles,mammals,C,,cb,1,none,know
1141,1142,1587078309,758b69dca9b0b1423a6cd4960c9141cd,PennController,27,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587078250695.0,17266,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0.0,expert,cobras,reptiles,mammals,C,,cb,1,none,know
1142,1143,1587078309,758b69dca9b0b1423a6cd4960c9141cd,PennController,27,1,test,,PennController,28,_Trial_,End,1587078250698.0,17266,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0.0,expert,cobras,reptiles,mammals,C,,cb,1,none,know
1144,1145,1587078309,758b69dca9b0b1423a6cd4960c9141cd,PennController,36,1,test,,PennController,37,_Trial_,Start,1587078253177.0,17266,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0.0,novice,kiwis,fruits,insects,C,,cb,1,none,know
