,Unnamed: 0,Time.results.were.received,MD5.hash.of.participant.s.IP.address,Controller.name,Item.number,Element.number,Type,Group.Ibex,PennElementType,PennElementName,Parameter,Value,EventTime,ID,Study,SentNumber,WhichCategory,Matrix,Subject,Predicate,SentType,Negation,CompTruth,SubStat,Token,MatchingCategory,MismatchingCategory,Group,Comments,study,order,goal,Verb
1626,1627,1587074910,5a0fcf90a068d166595f0666232cac8e,PennController,23,1,test,,PennController,24,_Trial_,Start,1587074877363.0,199001549,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1,expert,oranges,fruits,insects,G,,cb,2,none,know
1627,1628,1587074910,5a0fcf90a068d166595f0666232cac8e,PennController,23,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587074879004.0,199001549,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1,expert,oranges,fruits,insects,G,,cb,2,none,know
1628,1629,1587074910,5a0fcf90a068d166595f0666232cac8e,PennController,23,1,test,,PennController,24,_Trial_,End,1587074879005.0,199001549,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1,expert,oranges,fruits,insects,G,,cb,2,none,know
1630,1631,1587074910,5a0fcf90a068d166595f0666232cac8e,PennController,29,1,test,,PennController,30,_Trial_,Start,1587074881403.0,199001549,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,cows,mammals,fruit,G,,cb,2,none,know
1631,1632,1587074910,5a0fcf90a068d166595f0666232cac8e,PennController,29,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587074883633.0,199001549,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,cows,mammals,fruit,G,,cb,2,none,know
1632,1633,1587074910,5a0fcf90a068d166595f0666232cac8e,PennController,29,1,test,,PennController,30,_Trial_,End,1587074883634.0,199001549,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,cows,mammals,fruit,G,,cb,2,none,know
1722,1723,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,26,1,test,,PennController,27,_Trial_,Start,1587077414264.0,19795,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1,novice,trouts,fishes,birds,H,,cb,2,none,know
1723,1724,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,26,1,test,,Selector,unnamed-Selector,Selection,Agree,1587077415169.0,19795,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1,novice,trouts,fishes,birds,H,,cb,2,none,know
1724,1725,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,26,1,test,,PennController,27,_Trial_,End,1587077415170.0,19795,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1,novice,trouts,fishes,birds,H,,cb,2,none,know
1734,1735,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,27,1,test,,PennController,28,_Trial_,Start,1587077427129.0,19795,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1,novice,cows,mammals,fruit,H,,cb,2,none,know
1735,1736,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,27,1,test,,Selector,unnamed-Selector,Selection,Agree,1587077431995.0,19795,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1,novice,cows,mammals,fruit,H,,cb,2,none,know
1736,1737,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,27,1,test,,PennController,28,_Trial_,End,1587077431999.0,19795,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1,novice,cows,mammals,fruit,H,,cb,2,none,know
1738,1739,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,19,1,test,,PennController,20,_Trial_,Start,1587077434035.0,19795,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1,expert,kiwis,fruits,insects,H,,cb,2,none,know
1739,1740,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,19,1,test,,Selector,unnamed-Selector,Selection,Agree,1587077436005.0,19795,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1,expert,kiwis,fruits,insects,H,,cb,2,none,know
1740,1741,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,19,1,test,,PennController,20,_Trial_,End,1587077436006.0,19795,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1,expert,kiwis,fruits,insects,H,,cb,2,none,know
1750,1751,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,24,1,test,,PennController,25,_Trial_,Start,1587077444801.0,19795,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0,expert,tunas,fishes,birds,H,,cb,2,none,know
1751,1752,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,24,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587077449597.0,19795,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0,expert,tunas,fishes,birds,H,,cb,2,none,know
1752,1753,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,24,1,test,,PennController,25,_Trial_,End,1587077449598.0,19795,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0,expert,tunas,fishes,birds,H,,cb,2,none,know
1754,1755,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,22,1,test,,PennController,23,_Trial_,Start,1587077451976.0,19795,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1,expert,salmon,fishes,birds,H,,cb,2,none,know
1755,1756,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,22,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587077452984.0,19795,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1,expert,salmon,fishes,birds,H,,cb,2,none,know
1756,1757,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,22,1,test,,PennController,23,_Trial_,End,1587077452986.0,19795,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1,expert,salmon,fishes,birds,H,,cb,2,none,know
1758,1759,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,23,1,test,,PennController,24,_Trial_,Start,1587077455362.0,19795,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1,expert,bears,mammals,fruit,H,,cb,2,none,know
1759,1760,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,23,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587077461871.0,19795,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1,expert,bears,mammals,fruit,H,,cb,2,none,know
1760,1761,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,23,1,test,,PennController,24,_Trial_,End,1587077461875.0,19795,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1,expert,bears,mammals,fruit,H,,cb,2,none,know
1762,1763,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,21,1,test,,PennController,22,_Trial_,Start,1587077463905.0,19795,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0,expert,oranges,fruits,insects,H,,cb,2,none,know
1763,1764,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,21,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587077464447.0,19795,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0,expert,oranges,fruits,insects,H,,cb,2,none,know
1764,1765,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,21,1,test,,PennController,22,_Trial_,End,1587077464449.0,19795,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0,expert,oranges,fruits,insects,H,,cb,2,none,know
1766,1767,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,29,1,test,,PennController,30,_Trial_,Start,1587077466823.0,19795,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,ticks,insects,fishes,H,,cb,2,none,know
1767,1768,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,29,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587077468564.0,19795,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,ticks,insects,fishes,H,,cb,2,none,know
1768,1769,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,29,1,test,,PennController,30,_Trial_,End,1587077468566.0,19795,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,ticks,insects,fishes,H,,cb,2,none,know
1770,1771,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,20,1,test,,PennController,21,_Trial_,Start,1587077470587.0,19795,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0,expert,vultures,birds,reptiles,H,,cb,2,none,know
1771,1772,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,20,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587077471206.0,19795,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0,expert,vultures,birds,reptiles,H,,cb,2,none,know
1772,1773,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,20,1,test,,PennController,21,_Trial_,End,1587077471208.0,19795,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0,expert,vultures,birds,reptiles,H,,cb,2,none,know
1774,1775,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,25,1,test,,PennController,26,_Trial_,Start,1587077473587.0,19795,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0,expert,monkeys,mammals,fruit,H,,cb,2,none,know
1775,1776,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,25,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587077476831.0,19795,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0,expert,monkeys,mammals,fruit,H,,cb,2,none,know
1776,1777,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,25,1,test,,PennController,26,_Trial_,End,1587077476832.0,19795,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0,expert,monkeys,mammals,fruit,H,,cb,2,none,know
1778,1779,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,28,1,test,,PennController,29,_Trial_,Start,1587077479212.0,19795,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,cobras,reptiles,mammals,H,,cb,2,none,know
1779,1780,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,28,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587077480182.0,19795,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,cobras,reptiles,mammals,H,,cb,2,none,know
1780,1781,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,28,1,test,,PennController,29,_Trial_,End,1587077480184.0,19795,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,cobras,reptiles,mammals,H,,cb,2,none,know
1782,1783,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,18,1,test,,PennController,19,_Trial_,Start,1587077482210.0,19795,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1,expert,pigeons,birds,reptiles,H,,cb,2,none,know
1783,1784,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,18,1,test,,Selector,unnamed-Selector,Selection,Agree,1587077482870.0,19795,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1,expert,pigeons,birds,reptiles,H,,cb,2,none,know
1784,1785,1587077500,84f309e14d0a886c9955e09da315e45c,PennController,18,1,test,,PennController,19,_Trial_,End,1587077482873.0,19795,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1,expert,pigeons,birds,reptiles,H,,cb,2,none,know
1854,1855,1587079329,270050a37a508b973b934bfd49621875,PennController,28,1,test,,PennController,29,_Trial_,Start,1587079242481.0,18766,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,tortoises,reptiles,mammals,I,,cb,2,none,know
1855,1856,1587079329,270050a37a508b973b934bfd49621875,PennController,28,1,test,,Selector,unnamed-Selector,Selection,Agree,1587079245135.0,18766,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,tortoises,reptiles,mammals,I,,cb,2,none,know
1856,1857,1587079329,270050a37a508b973b934bfd49621875,PennController,28,1,test,,PennController,29,_Trial_,End,1587079245136.0,18766,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,tortoises,reptiles,mammals,I,,cb,2,none,know
1862,1863,1587079329,270050a37a508b973b934bfd49621875,PennController,25,1,test,,PennController,26,_Trial_,Start,1587079251980.0,18766,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0,expert,cows,mammals,fruit,I,,cb,2,none,know
1863,1864,1587079329,270050a37a508b973b934bfd49621875,PennController,25,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587079256208.0,18766,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0,expert,cows,mammals,fruit,I,,cb,2,none,know
1864,1865,1587079329,270050a37a508b973b934bfd49621875,PennController,25,1,test,,PennController,26,_Trial_,End,1587079256209.0,18766,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0,expert,cows,mammals,fruit,I,,cb,2,none,know
1870,1871,1587079329,270050a37a508b973b934bfd49621875,PennController,23,1,test,,PennController,24,_Trial_,Start,1587079262430.0,18766,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1,expert,monkeys,mammals,fruit,I,,cb,2,none,know
1871,1872,1587079329,270050a37a508b973b934bfd49621875,PennController,23,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587079266847.0,18766,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1,expert,monkeys,mammals,fruit,I,,cb,2,none,know
1872,1873,1587079329,270050a37a508b973b934bfd49621875,PennController,23,1,test,,PennController,24,_Trial_,End,1587079266848.0,18766,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1,expert,monkeys,mammals,fruit,I,,cb,2,none,know
1882,1883,1587079329,270050a37a508b973b934bfd49621875,PennController,22,1,test,,PennController,23,_Trial_,Start,1587079275506.0,18766,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1,expert,tunas,fishes,birds,I,,cb,2,none,know
1883,1884,1587079329,270050a37a508b973b934bfd49621875,PennController,22,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587079276239.0,18766,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1,expert,tunas,fishes,birds,I,,cb,2,none,know
1884,1885,1587079329,270050a37a508b973b934bfd49621875,PennController,22,1,test,,PennController,23,_Trial_,End,1587079276240.0,18766,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1,expert,tunas,fishes,birds,I,,cb,2,none,know
1886,1887,1587079329,270050a37a508b973b934bfd49621875,PennController,27,1,test,,PennController,28,_Trial_,Start,1587079278635.0,18766,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1,novice,ticks,insects,fishes,I,,cb,2,none,know
1887,1888,1587079329,270050a37a508b973b934bfd49621875,PennController,27,1,test,,Selector,unnamed-Selector,Selection,Agree,1587079281103.0,18766,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1,novice,ticks,insects,fishes,I,,cb,2,none,know
1888,1889,1587079329,270050a37a508b973b934bfd49621875,PennController,27,1,test,,PennController,28,_Trial_,End,1587079281104.0,18766,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1,novice,ticks,insects,fishes,I,,cb,2,none,know
1894,1895,1587079329,270050a37a508b973b934bfd49621875,PennController,29,1,test,,PennController,30,_Trial_,Start,1587079288131.0,18766,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,beetles,insects,fishes,I,,cb,2,none,know
1895,1896,1587079329,270050a37a508b973b934bfd49621875,PennController,29,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587079291937.0,18766,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,beetles,insects,fishes,I,,cb,2,none,know
1896,1897,1587079329,270050a37a508b973b934bfd49621875,PennController,29,1,test,,PennController,30,_Trial_,End,1587079291943.0,18766,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,beetles,insects,fishes,I,,cb,2,none,know
1898,1899,1587079329,270050a37a508b973b934bfd49621875,PennController,20,1,test,,PennController,21,_Trial_,Start,1587079294007.0,18766,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0,expert,salmon,fishes,birds,I,,cb,2,none,know
1899,1900,1587079329,270050a37a508b973b934bfd49621875,PennController,20,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587079295005.0,18766,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0,expert,salmon,fishes,birds,I,,cb,2,none,know
1900,1901,1587079329,270050a37a508b973b934bfd49621875,PennController,20,1,test,,PennController,21,_Trial_,End,1587079295006.0,18766,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0,expert,salmon,fishes,birds,I,,cb,2,none,know
